Date,Value,ChangePercentMonth,ChangePercentYear
1950-06,23.8,0.0042,-0.0042
1950-07,24.1,0.0126,0.0169
1950-08,24.3,0.0083,0.021
1950-09,24.4,0.0041,0.0209
1950-10,24.6,0.0082,0.038
1950-11,24.7,0.0041,0.0378
1950-12,25.0,0.0121,0.0593
1951-01,25.4,0.016,0.0809
1951-02,25.7,0.0118,0.0936
1951-03,25.8,0.0039,0.0932
1951-04,25.8,0.0,0.0932
1951-05,25.9,0.0039,0.0928
1951-06,25.9,0.0,0.0882
1951-07,25.9,0.0,0.0747
1951-08,25.9,0.0,0.0658
1951-09,26.1,0.0077,0.0697
1951-10,26.2,0.0038,0.065
1951-11,26.4,0.0076,0.0688
1951-12,26.5,0.0038,0.06
1952-01,26.5,0.0,0.0433
1952-02,26.3,-0.0075,0.0233
1952-03,26.3,0.0,0.0194
1952-04,26.4,0.0038,0.0233
1952-05,26.4,0.0,0.0193
1952-06,26.5,0.0038,0.0232
1952-07,26.7,0.0075,0.0309
1952-08,26.7,0.0,0.0309
1952-09,26.7,0.0,0.023
1952-10,26.7,0.0,0.0191
1952-11,26.7,0.0,0.0114
1952-12,26.7,0.0,0.0075
1953-01,26.6,-0.0037,0.0038
1953-02,26.5,-0.0038,0.0076
1953-03,26.6,0.0038,0.0114
1953-04,26.6,0.0,0.0076
1953-05,26.7,0.0038,0.0114
1953-06,26.8,0.0037,0.0113
1953-07,26.8,0.0,0.0037
1953-08,26.9,0.0037,0.0075
1953-09,26.9,0.0,0.0075
1953-10,27.0,0.0037,0.0112
1953-11,26.9,-0.0037,0.0075
1953-12,26.9,0.0,0.0075
1954-01,26.9,0.0,0.0113
1954-02,26.9,0.0,0.0151
1954-03,26.9,0.0,0.0113
1954-04,26.8,-0.0037,0.0075
1954-05,26.9,0.0037,0.0075
1954-06,26.9,0.0,0.0037
1954-07,26.9,0.0,0.0037
1954-08,26.9,0.0,0.0
1954-09,26.8,-0.0037,-0.0037
1954-10,26.8,0.0,-0.0074
1954-11,26.8,0.0,-0.0037
1954-12,26.7,-0.0037,-0.0074
1955-01,26.7,0.0,-0.0074
1955-02,26.7,0.0,-0.0074
1955-03,26.7,0.0,-0.0074
1955-04,26.7,0.0,-0.0037
1955-05,26.7,0.0,-0.0074
1955-06,26.7,0.0,-0.0074
1955-07,26.8,0.0037,-0.0037
1955-08,26.8,0.0,-0.0037
1955-09,26.9,0.0037,0.0037
1955-10,26.9,0.0,0.0037
1955-11,26.9,0.0,0.0037
1955-12,26.8,-0.0037,0.0037
1956-01,26.8,0.0,0.0037
1956-02,26.8,0.0,0.0037
1956-03,26.8,0.0,0.0037
1956-04,26.9,0.0037,0.0075
1956-05,27.0,0.0037,0.0112
1956-06,27.2,0.0074,0.0187
1956-07,27.4,0.0074,0.0224
1956-08,27.3,-0.0036,0.0187
1956-09,27.4,0.0037,0.0186
1956-10,27.5,0.0036,0.0223
1956-11,27.5,0.0,0.0223
1956-12,27.6,0.0036,0.0299
1957-01,27.6,0.0,0.0299
1957-02,27.7,0.0036,0.0336
1957-03,27.8,0.0036,0.0373
1957-04,27.9,0.0036,0.0372
1957-05,28.0,0.0036,0.037
1957-06,28.1,0.0036,0.0331
1957-07,28.3,0.0071,0.0328
1957-08,28.3,0.0,0.0366
1957-09,28.3,0.0,0.0328
1957-10,28.3,0.0,0.0291
1957-11,28.4,0.0035,0.0327
1957-12,28.4,0.0,0.029
1958-01,28.6,0.007,0.0362
1958-02,28.6,0.0,0.0325
1958-03,28.8,0.007,0.036
1958-04,28.9,0.0035,0.0358
1958-05,28.9,0.0,0.0321
1958-06,28.9,0.0,0.0285
1958-07,29.0,0.0035,0.0247
1958-08,28.9,-0.0034,0.0212
1958-09,28.9,0.0,0.0212
1958-10,28.9,0.0,0.0212
1958-11,29.0,0.0035,0.0211
1958-12,28.9,-0.0034,0.0176
1959-01,29.0,0.0035,0.014
1959-02,28.9,-0.0034,0.0105
1959-03,28.9,0.0,0.0035
1959-04,29.0,0.0035,0.0035
1959-05,29.0,0.0,0.0035
1959-06,29.1,0.0034,0.0069
1959-07,29.2,0.0034,0.0069
1959-08,29.2,0.0,0.0104
1959-09,29.3,0.0034,0.0138
1959-10,29.4,0.0034,0.0173
1959-11,29.4,0.0,0.0138
1959-12,29.4,0.0,0.0173
1960-01,29.3,-0.0034,0.0103
1960-02,29.4,0.0034,0.0173
1960-03,29.4,0.0,0.0173
1960-04,29.5,0.0034,0.0172
1960-05,29.5,0.0,0.0172
1960-06,29.6,0.0034,0.0172
1960-07,29.6,0.0,0.0137
1960-08,29.6,0.0,0.0137
1960-09,29.6,0.0,0.0102
1960-10,29.8,0.0068,0.0136
1960-11,29.8,0.0,0.0136
1960-12,29.8,0.0,0.0136
1961-01,29.8,0.0,0.0171
1961-02,29.8,0.0,0.0136
1961-03,29.8,0.0,0.0136
1961-04,29.8,0.0,0.0102
1961-05,29.8,0.0,0.0102
1961-06,29.8,0.0,0.0068
1961-07,30.0,0.0067,0.0135
1961-08,29.9,-0.0033,0.0101
1961-09,30.0,0.0033,0.0135
1961-10,30.0,0.0,0.0067
1961-11,30.0,0.0,0.0067
1961-12,30.0,0.0,0.0067
1962-01,30.0,0.0,0.0067
1962-02,30.1,0.0033,0.0101
1962-03,30.1,0.0,0.0101
